Year,Patient County,PQI Number,PQI Name,"Observed Rate Per 100,000 People","Expected Rate Per 100,000 People"
2014,Steuben,PQI_01,Diabetes Short-Term Complications,85.87,47.87
2014,Suffolk,PQI_01,Diabetes Short-Term Complications,49.21,54.35
2014,Sullivan,PQI_01,Diabetes Short-Term Complications,68.73,57.8
2014,Tioga,PQI_01,Diabetes Short-Term Complications,56.69,46.66
2014,Tompkins,PQI_01,Diabetes Short-Term Complications,37.87,52.68
2014,Ulster,PQI_01,Diabetes Short-Term Complications,40.23,54.51
2014,Warren,PQI_01,Diabetes Short-Term Complications,43.66,46.93
2014,Washington,PQI_01,Diabetes Short-Term Complications,57.8,50.37
2014,Wayne,PQI_01,Diabetes Short-Term Complications,51.51,49.63
2014,Westchester,PQI_01,Diabetes Short-Term Complications,48.17,62.02
2014,Wyoming,PQI_01,Diabetes Short-Term Complications,59.36,56.61
2014,Yates,PQI_01,Diabetes Short-Term Complications,41.33,47.22
2014,Statewide,PQI_03,Diabetes Long-Term Complications,124.2,124.2
2014,Albany,PQI_03,Diabetes Long-Term Complications,70.64,104.95
2014,Allegany,PQI_03,Diabetes Long-Term Complications,71.16,88.21
2014,Bronx,PQI_03,Diabetes Long-Term Complications,267.03,167.52
2014,Broome,PQI_03,Diabetes Long-Term Complications,108.77,97.13
2014,Cattaraugus,PQI_03,Diabetes Long-Term Complications,24.61,111.04
2014,Cayuga,PQI_03,Diabetes Long-Term Complications,100.15,99.17
2014,Chautauqua,PQI_03,Diabetes Long-Term Complications,60.3,97.05
2014,Chemung,PQI_03,Diabetes Long-Term Complications,94.82,103.15
2014,Chenango,PQI_03,Diabetes Long-Term Complications,92.53,102.72
2014,Clinton,PQI_03,Diabetes Long-Term Complications,70.96,92.44
2014,Columbia,PQI_03,Diabetes Long-Term Complications,77.24,112.15
2014,Cortland,PQI_03,Diabetes Long-Term Complications,106.59,84.49
2014,Delaware,PQI_03,Diabetes Long-Term Complications,47.43,108.26
2014,Dutchess,PQI_03,Diabetes Long-Term Complications,92.32,110.5
2014,Erie,PQI_03,Diabetes Long-Term Complications,102.46,114.71
2014,Essex,PQI_03,Diabetes Long-Term Complications,44.4,107.43
2014,Franklin,PQI_03,Diabetes Long-Term Complications,31.16,139.81
2014,Fulton,PQI_03,Diabetes Long-Term Complications,81.47,95.88
2014,Genesee,PQI_03,Diabetes Long-Term Complications,84.82,104.42
2014,Greene,PQI_03,Diabetes Long-Term Complications,89.11,108.96
2014,Hamilton,PQI_03,Diabetes Long-Term Complications,25.02,128.43
2014,Herkimer,PQI_03,Diabetes Long-Term Complications,94.63,95.98
2014,Jefferson,PQI_03,Diabetes Long-Term Complications,104.34,86.33
2014,Kings,PQI_03,Diabetes Long-Term Complications,175.07,151.21
2014,Lewis,PQI_03,Diabetes Long-Term Complications,67.03,94.34
2014,Livingston,PQI_03,Diabetes Long-Term Complications,59.31,92.1
2014,Madison,PQI_03,Diabetes Long-Term Complications,78.95,91.86
2014,Monroe,PQI_03,Diabetes Long-Term Complications,99.83,111.29
2014,Montgomery,PQI_03,Diabetes Long-Term Complications,98.55,102.08
2014,Nassau,PQI_03,Diabetes Long-Term Complications,105.49,121.52
2014,New York,PQI_03,Diabetes Long-Term Complications,121.89,121.72
2014,Niagara,PQI_03,Diabetes Long-Term Complications,118.73,108.98
2014,Oneida,PQI_03,Diabetes Long-Term Complications,136.87,102.15
2014,Onondaga,PQI_03,Diabetes Long-Term Complications,112.46,106.9
2014,Ontario,PQI_03,Diabetes Long-Term Complications,56.01,98.4
2014,Orange,PQI_03,Diabetes Long-Term Complications,91.5,111.18
2014,Orleans,PQI_03,Diabetes Long-Term Complications,68.07,101.11
2014,Oswego,PQI_03,Diabetes Long-Term Complications,110.63,87
2014,Otsego,PQI_03,Diabetes Long-Term Complications,86.89,92.34
2014,Putnam,PQI_03,Diabetes Long-Term Complications,48.72,100.03
2014,Queens,PQI_03,Diabetes Long-Term Complications,125.72,144.52
2014,Rensselaer,PQI_03,Diabetes Long-Term Complications,55.84,96.39
2014,Richmond,PQI_03,Diabetes Long-Term Complications,167.42,109.46
2014,Rockland,PQI_03,Diabetes Long-Term Complications,95.99,120.78
2014,St Lawrence,PQI_03,Diabetes Long-Term Complications,98.84,91.16
2014,Saratoga,PQI_03,Diabetes Long-Term Complications,47.68,93.9
2014,Schenectady,PQI_03,Diabetes Long-Term Complications,72.47,115.75
2014,Schoharie,PQI_03,Diabetes Long-Term Complications,39.25,99.25
2014,Schuyler,PQI_03,Diabetes Long-Term Complications,66.69,101.54
2014,Seneca,PQI_03,Diabetes Long-Term Complications,67.65,99.95
2014,Steuben,PQI_03,Diabetes Long-Term Complications,91.08,98.4
2014,Suffolk,PQI_03,Diabetes Long-Term Complications,107.11,108.65
2014,Sullivan,PQI_03,Diabetes Long-Term Complications,75.44,119.72
2014,Tioga,PQI_03,Diabetes Long-Term Complications,51.54,97.9
2014,Tompkins,PQI_03,Diabetes Long-Term Complications,29.83,74.89
2014,Ulster,PQI_03,Diabetes Long-Term Complications,94.78,107.93
2014,Warren,PQI_03,Diabetes Long-Term Complications,94.91,101.29
2014,Washington,PQI_03,Diabetes Long-Term Complications,83.71,99.54
2014,Wayne,PQI_03,Diabetes Long-Term Complications,96.05,100.09
2014,Westchester,PQI_03,Diabetes Long-Term Complications,97.67,129.33
2014,Wyoming,PQI_03,Diabetes Long-Term Complications,53.43,100.6
2014,Yates,PQI_03,Diabetes Long-Term Complications,20.67,94.73
2014,Statewide,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,493.05,493.05
2014,Albany,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,394.47,464.25
2014,Allegany,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,431.11,441.85
2014,Bronx,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,991.91,620.25
2014,Broome,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,449.33,460.3
2014,Cattaraugus,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,171.31,476.23
2014,Cayuga,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,648.94,429.19
2014,Chautauqua,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,344.64,449.46
2014,Chemung,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,849.5,445.87
2014,Chenango,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,494.39,441.27
2014,Clinton,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,709.03,417.26
2014,Columbia,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,543.6,455.23
2014,Cortland,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,603.75,426.74
2014,Delaware,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,570.11,468.27
2014,Dutchess,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,470.43,446.44
2014,Erie,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,382.13,484.64
2014,Essex,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,357.65,454.62
2014,Franklin,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,124.98,541.82
2014,Fulton,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,741.94,429.65
2014,Genesee,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,385.06,451.77
2014,Greene,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,435.2,447.29
2014,Hamilton,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,190.05,489.37
2014,Herkimer,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,508.92,437.57
2014,Jefferson,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,498.09,417.52
2014,Kings,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,567.04,570.76
2014,Lewis,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,431.34,421.27
2014,Livingston,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,271.69,423.1
2014,Madison,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,562.37,422.16
2014,Monroe,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,337.72,471.01
2014,Montgomery,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,695.58,458.62
2014,Nassau,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,377.56,476.13
2014,New York,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,462.29,511.37
2014,Niagara,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,684.31,463.32
2014,Oneida,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,628.59,453.65
2014,Onondaga,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,403.97,462.48
2014,Ontario,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,503.87,429.56
2014,Orange,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,545.88,442.64
2014,Orleans,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,428.72,427.49
2014,Oswego,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,552.24,401.73
2014,Otsego,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,627.83,453.55
2014,Putnam,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,323.58,399.71
2014,Queens,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,388.94,525.92
2014,Rensselaer,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,383.19,430.82
2014,Richmond,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,583.24,444.08
2014,Rockland,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,382.36,481.07
2014,St Lawrence,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,795.84,436.27
2014,Saratoga,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,326.35,404.55
2014,Schenectady,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,496.92,481.16
2014,Schoharie,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,547.8,435.58
2014,Schuyler,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,935.29,436.09
2014,Seneca,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,505.44,434.48
2014,Steuben,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,547.71,434.38
2014,Suffolk,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,483.33,441.21
2014,Sullivan,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,503.11,458.97
2014,Tioga,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,197.36,424.77
2014,Tompkins,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,234.65,439.47
2014,Ulster,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,556.93,446.69
2014,Warren,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,642.69,439.25
2014,Washington,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,576.1,426.8
2014,Wayne,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,529.26,419.53
2014,Westchester,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,393.26,493.05
2014,Wyoming,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,635.14,402.88
2014,Yates,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,493.65,447.79
2014,Statewide,PQI_07,Hypertension,58.43,58.43
2014,Albany,PQI_07,Hypertension,35.52,47.44
2014,Allegany,PQI_07,Hypertension,2.64,34
2014,Bronx,PQI_07,Hypertension,135.51,85.06
2014,Broome,PQI_07,Hypertension,42.37,41.67
2014,Cattaraugus,PQI_07,Hypertension,8.2,45.61
2014,Cayuga,PQI_07,Hypertension,38.15,40.88
2014,Chautauqua,PQI_07,Hypertension,10.53,39.66
2014,Chemung,PQI_07,Hypertension,89.07,43.86
2014,Chenango,PQI_07,Hypertension,17.99,40.26
2014,Clinton,PQI_07,Hypertension,31.71,36.77
2014,Columbia,PQI_07,Hypertension,53.48,45.56
2014,Cortland,PQI_07,Hypertension,10.15,32.98
2014,Delaware,PQI_07,Hypertension,15.81,42.36
2014,Dutchess,PQI_07,Hypertension,24.25,48.22
2014,Erie,PQI_07,Hypertension,31.14,52.89
2014,Essex,PQI_07,Hypertension,6.34,43.19
2014,Franklin,PQI_07,Hypertension,16.78,61.58
2014,Fulton,PQI_07,Hypertension,20.95,38.71
2014,Genesee,PQI_07,Hypertension,31.81,43.61
2014,Greene,PQI_07,Hypertension,43.28,43.68
2014,Hamilton,PQI_07,Hypertension,25.02,48.5
2014,Herkimer,PQI_07,Hypertension,23.66,38.35
2014,Jefferson,PQI_07,Hypertension,48.91,35.42
2014,Kings,PQI_07,Hypertension,80.14,78.77
2014,Lewis,PQI_07,Hypertension,19.15,35.92
2014,Livingston,PQI_07,Hypertension,9.57,36.7
2014,Madison,PQI_07,Hypertension,15.79,35.42
2014,Monroe,PQI_07,Hypertension,29.98,50.8
2014,Montgomery,PQI_07,Hypertension,31.12,42.99
2014,Nassau,PQI_07,Hypertension,68.84,56.28
2014,New York,PQI_07,Hypertension,61.81,58.54
2014,Niagara,PQI_07,Hypertension,34.09,47.02
2014,Oneida,PQI_07,Hypertension,53.44,44.05
2014,Onondaga,PQI_07,Hypertension,44.27,47.66
2014,Ontario,PQI_07,Hypertension,22.17,39.56
2014,Orleans,PQI_07,Hypertension,20.72,41.46
2014,Oswego,PQI_07,Hypertension,44.25,33.3
2014,Otsego,PQI_07,Hypertension,35.55,36.87
2014,Putnam,PQI_07,Hypertension,20.51,39.39
2014,Queens,PQI_07,Hypertension,62.4,72.18
2014,Rensselaer,PQI_07,Hypertension,14.94,40.03
2014,Richmond,PQI_07,Hypertension,87.81,48.68
2014,Rockland,PQI_07,Hypertension,22.71,55.72
2014,St Lawrence,PQI_07,Hypertension,25.83,36.54
2014,Saratoga,PQI_07,Hypertension,11.35,36.91
2014,Schenectady,PQI_07,Hypertension,33.76,52.48
2014,Schoharie,PQI_07,Hypertension,23.55,37.35
2014,Schuyler,PQI_07,Hypertension,20.01,40.24
2014,Seneca,PQI_07,Hypertension,28.48,40.15
2014,Steuben,PQI_07,Hypertension,39.03,39.2
2014,Suffolk,PQI_07,Hypertension,62.46,46.76
2014,Sullivan,PQI_07,Hypertension,43.59,49.95
2014,Tioga,PQI_07,Hypertension,23.19,37.89
2014,Tompkins,PQI_07,Hypertension,16.06,30.96
2014,Ulster,PQI_07,Hypertension,37.5,45.25
2014,Warren,PQI_07,Hypertension,15.19,40.25
2014,Washington,PQI_07,Hypertension,17.94,39.43
2014,Wayne,PQI_07,Hypertension,23.66,39.38
2014,Westchester,PQI_07,Hypertension,42.15,61
2014,Wyoming,PQI_07,Hypertension,41.55,40.18
2014,Yates,PQI_07,Hypertension,20.67,36.75
2014,Statewide,PQI_08,Heart Failure,315.96,315.96
2014,Albany,PQI_08,Heart Failure,250.27,301.88
2014,Allegany,PQI_08,Heart Failure,276.74,285.28
2014,Bronx,PQI_08,Heart Failure,416.89,334.57
2014,Broome,PQI_08,Heart Failure,417.36,326.17
2014,Cattaraugus,PQI_08,Heart Failure,80.38,330.71
2014,Cayuga,PQI_08,Heart Failure,464.2,308.59
2014,Chautauqua,PQI_08,Heart Failure,258.44,323.68
2014,Chemung,PQI_08,Heart Failure,359.17,320.18
2014,Chenango,PQI_08,Heart Failure,403.53,321.45
2014,Clinton,PQI_08,Heart Failure,323.1,258.52
2014,Columbia,PQI_08,Heart Failure,362.45,350.47
2014,Cortland,PQI_08,Heart Failure,286.79,253.41
2014,Delaware,PQI_08,Heart Failure,355.71,348.81
2014,Dutchess,PQI_08,Heart Failure,231.43,295.44
2014,Erie,PQI_08,Heart Failure,334.67,342.88
2014,Essex,PQI_08,Heart Failure,228.35,339.28
2014,Franklin,PQI_08,Heart Failure,150.98,353.64
2014,Fulton,PQI_08,Heart Failure,372.46,311.21
2014,Genesee,PQI_08,Heart Failure,388.07,328.67
2014,Greene,PQI_08,Heart Failure,346.24,320.61
2014,Hamilton,PQI_08,Heart Failure,300.23,405.94
2014,Herkimer,PQI_08,Heart Failure,400.22,322.52
2014,Jefferson,PQI_08,Heart Failure,199.99,234.73
2014,Kings,PQI_08,Heart Failure,365.32,333.13
2014,Lewis,PQI_08,Heart Failure,220.24,293.72
2014,Livingston,PQI_08,Heart Failure,244.88,273.79
2014,Madison,PQI_08,Heart Failure,238.6,269.41
2014,Monroe,PQI_08,Heart Failure,371.73,314.74
2014,Montgomery,PQI_08,Heart Failure,567.93,352.5
2014,Nassau,PQI_08,Heart Failure,313.63,348.16
2014,New York,PQI_08,Heart Failure,226.92,286.16
2014,Niagara,PQI_08,Heart Failure,430.84,333.79
2014,Oneida,PQI_08,Heart Failure,371.89,336.94
2014,Onondaga,PQI_08,Heart Failure,314,313.01
2014,Ontario,PQI_08,Heart Failure,315.06,305.34
2014,Orange,PQI_08,Heart Failure,340.42,268.68
2014,Orleans,PQI_08,Heart Failure,438.04,287.4
2014,Oswego,PQI_08,Heart Failure,317.15,247.17
2014,Otsego,PQI_08,Heart Failure,357.45,304.88
2014,Putnam,PQI_08,Heart Failure,244.89,257.25
2014,Queens,PQI_08,Heart Failure,278.18,328.25
2014,Rensselaer,PQI_08,Heart Failure,230.43,277.88
2014,Richmond,PQI_08,Heart Failure,283.95,275.39
2014,Rockland,PQI_08,Heart Failure,236.54,320.54
2014,St Lawrence,PQI_08,Heart Failure,357.17,269.56
2014,Saratoga,PQI_08,Heart Failure,229.33,269.13
2014,Schenectady,PQI_08,Heart Failure,353.28,345.11
2014,Schoharie,PQI_08,Heart Failure,345.4,288.94
2014,Schuyler,PQI_08,Heart Failure,226.76,312.18
2014,Seneca,PQI_08,Heart Failure,270.61,301.6
2014,Steuben,PQI_08,Heart Failure,305.75,308.12
2014,Suffolk,PQI_08,Heart Failure,328.2,291.73
2014,Sullivan,PQI_08,Heart Failure,323.55,308.15
2014,Tioga,PQI_08,Heart Failure,162.34,297.27
2014,Tompkins,PQI_08,Heart Failure,127.37,213.46
2014,Ulster,PQI_08,Heart Failure,326.62,305.37
2014,Warren,PQI_08,Heart Failure,375.83,322.42
2014,Washington,PQI_08,Heart Failure,322.88,299.6
2014,Wayne,PQI_08,Heart Failure,480.25,286.4
2014,Westchester,PQI_08,Heart Failure,297.57,347.56
2014,Wyoming,PQI_08,Heart Failure,213.7,267.68
2014,Yates,PQI_08,Heart Failure,273.83,314.81
2014,Statewide,PQI_10,Dehydration,114.99,114.99
2014,Albany,PQI_10,Dehydration,83.56,114.01
2014,Allegany,PQI_10,Dehydration,84.34,112.72
2014,Bronx,PQI_10,Dehydration,143.87,111.8
2014,Broome,PQI_10,Dehydration,118.89,123.96
2014,Cattaraugus,PQI_10,Dehydration,26.25,128.23
2014,Cayuga,PQI_10,Dehydration,154.2,118.91
2014,Chautauqua,PQI_10,Dehydration,114.86,123.74
2014,Chemung,PQI_10,Dehydration,175.27,121.6
2014,Chenango,PQI_10,Dehydration,107.95,124.34
2014,Clinton,PQI_10,Dehydration,160.04,103.75
2014,Columbia,PQI_10,Dehydration,104.97,131.74
2014,Cortland,PQI_10,Dehydration,182.73,102.64
2014,Delaware,PQI_10,Dehydration,76.41,132.12
2014,Dutchess,PQI_10,Dehydration,124.65,112.21
2014,Erie,PQI_10,Dehydration,140.73,126.72
2014,Essex,PQI_10,Dehydration,66.6,129.46
2014,Franklin,PQI_10,Dehydration,26.36,134.58
2014,Fulton,PQI_10,Dehydration,165.28,120.89
2014,Genesee,PQI_10,Dehydration,86.95,125.97
2014,Greene,PQI_10,Dehydration,78.92,122.92
2014,Hamilton,PQI_10,Dehydration,75.06,152.94
2014,Herkimer,PQI_10,Dehydration,151.81,124.46
2014,Jefferson,PQI_10,Dehydration,116.3,95.82
2014,Kings,PQI_10,Dehydration,105.84,113.7
2014,Lewis,PQI_10,Dehydration,186.73,115.32
2014,Livingston,PQI_10,Dehydration,109.05,108.74
2014,Madison,PQI_10,Dehydration,131.58,108.91
2014,Monroe,PQI_10,Dehydration,86.71,117.38
2014,Montgomery,PQI_10,Dehydration,194.5,131.04
2014,Nassau,PQI_10,Dehydration,132.97,125.61
2014,New York,PQI_10,Dehydration,108.42,104.31
2014,Niagara,PQI_10,Dehydration,132.84,126.65
2014,Oneida,PQI_10,Dehydration,183.22,126.19
2014,Onondaga,PQI_10,Dehydration,141.05,118.82
2014,Ontario,PQI_10,Dehydration,124.86,119.02
2014,Orange,PQI_10,Dehydration,118.51,103.21
2014,Orleans,PQI_10,Dehydration,85.83,112.75
2014,Oswego,PQI_10,Dehydration,154.89,101.72
2014,Otsego,PQI_10,Dehydration,92.82,119.01
2014,Putnam,PQI_10,Dehydration,69.24,103.56
2014,Queens,PQI_10,Dehydration,79.71,113.33
2014,Rensselaer,PQI_10,Dehydration,84.94,109.28
2014,Richmond,PQI_10,Dehydration,109.7,104.76
2014,Rockland,PQI_10,Dehydration,98.13,117.03
2014,St Lawrence,PQI_10,Dehydration,141.52,107.91
2014,Saratoga,PQI_10,Dehydration,102.74,108.22
2014,Schenectady,PQI_10,Dehydration,134.23,128.79
2014,Schoharie,PQI_10,Dehydration,58.87,114.62
2014,Schuyler,PQI_10,Dehydration,126.72,122.44
2014,Seneca,PQI_10,Dehydration,117.5,116.53
2014,Steuben,PQI_10,Dehydration,109.29,119.52
2014,Suffolk,PQI_10,Dehydration,133,111.18
2014,Sullivan,PQI_10,Dehydration,88.85,115.97
2014,Tioga,PQI_10,Dehydration,51.54,117.2
2014,Tompkins,PQI_10,Dehydration,50.49,88.17
2014,Ulster,PQI_10,Dehydration,175.93,117.17
2014,Warren,PQI_10,Dehydration,163.24,124.76
2014,Washington,PQI_10,Dehydration,119.58,116.9
2014,Wayne,PQI_10,Dehydration,98.83,112.94
2014,Westchester,PQI_10,Dehydration,120.02,124.44
2014,Wyoming,PQI_10,Dehydration,86.07,105.87
2014,Yates,PQI_10,Dehydration,87.83,122.35
2014,Statewide,PQI_11,Bacterial Pneumonia,193.79,193.79
2014,Albany,PQI_11,Bacterial Pneumonia,122.71,194.38
2014,Allegany,PQI_11,Bacterial Pneumonia,218.75,197.56
2014,Bronx,PQI_11,Bacterial Pneumonia,220.37,177.57
2014,Broome,PQI_11,Bacterial Pneumonia,286.46,216.25
2014,Cattaraugus,PQI_11,Bacterial Pneumonia,103.34,226.42
2014,Cayuga,PQI_11,Bacterial Pneumonia,399.02,208.93
2014,Chautauqua,PQI_11,Bacterial Pneumonia,239.29,217.24
2014,Chemung,PQI_11,Bacterial Pneumonia,520.08,211.81
2014,Chenango,PQI_11,Bacterial Pneumonia,403.53,220.06
2014,Clinton,PQI_11,Bacterial Pneumonia,372.92,181.94
2014,Columbia,PQI_11,Bacterial Pneumonia,219.85,231.78
2014,Cortland,PQI_11,Bacterial Pneumonia,446.68,178.34
2014,Delaware,PQI_11,Bacterial Pneumonia,329.36,233.22
2014,Dutchess,PQI_11,Bacterial Pneumonia,211.01,193.19
2014,Erie,PQI_11,Bacterial Pneumonia,172.82,214.77
2014,Essex,PQI_11,Bacterial Pneumonia,193.46,229.74
2014,Franklin,PQI_11,Bacterial Pneumonia,79.09,238.18
2014,Fulton,PQI_11,Bacterial Pneumonia,339.87,212.76
2014,Genesee,PQI_11,Bacterial Pneumonia,197.22,221.22
2014,Greene,PQI_11,Bacterial Pneumonia,241.86,216.24
2014,Hamilton,PQI_11,Bacterial Pneumonia,300.23,272.16
2014,Herkimer,PQI_11,Bacterial Pneumonia,331.22,219.35
2014,Jefferson,PQI_11,Bacterial Pneumonia,195.64,167.06
2014,Kings,PQI_11,Bacterial Pneumonia,162.99,179.72
2014,Lewis,PQI_11,Bacterial Pneumonia,316,204.47
2014,Livingston,PQI_11,Bacterial Pneumonia,225.75,189.62
2014,Madison,PQI_11,Bacterial Pneumonia,201.76,190.91
2014,Monroe,PQI_11,Bacterial Pneumonia,142.59,199.8
2014,Montgomery,PQI_11,Bacterial Pneumonia,370.84,230.82
2014,Nassau,PQI_11,Bacterial Pneumonia,165.45,215.33
2014,New York,PQI_11,Bacterial Pneumonia,144.08,171.77
2014,Niagara,PQI_11,Bacterial Pneumonia,256.27,219.78
2014,Oneida,PQI_11,Bacterial Pneumonia,271.55,220.21
2014,Onondaga,PQI_11,Bacterial Pneumonia,245.26,204.64
2014,Ontario,PQI_11,Bacterial Pneumonia,294.05,208.82
2014,Orange,PQI_11,Bacterial Pneumonia,244.59,177.38
2014,Orleans,PQI_11,Bacterial Pneumonia,180.54,196.86
2014,Oswego,PQI_11,Bacterial Pneumonia,262.36,178.66
2014,Otsego,PQI_11,Bacterial Pneumonia,264.63,208.05
2014,Putnam,PQI_11,Bacterial Pneumonia,189.76,182.79
2014,Queens,PQI_11,Bacterial Pneumonia,158.65,189.43
2014,Rensselaer,PQI_11,Bacterial Pneumonia,149.43,189.74
2014,Richmond,PQI_11,Bacterial Pneumonia,124.19,181.01
2014,Rockland,PQI_11,Bacterial Pneumonia,179.12,198.86
2014,St Lawrence,PQI_11,Bacterial Pneumonia,338.07,188.77
2014,Saratoga,PQI_11,Bacterial Pneumonia,187.32,190.57
2014,Schenectady,PQI_11,Bacterial Pneumonia,240.46,223.93
2014,Schoharie,PQI_11,Bacterial Pneumonia,329.7,202.58
2014,Schuyler,PQI_11,Bacterial Pneumonia,593.57,216.01
2014,Seneca,PQI_11,Bacterial Pneumonia,217.2,205.86
2014,Steuben,PQI_11,Bacterial Pneumonia,303.15,210.47
2014,Suffolk,PQI_11,Bacterial Pneumonia,235.12,193.06
2014,Sullivan,PQI_11,Bacterial Pneumonia,199.5,201.45
2014,Tioga,PQI_11,Bacterial Pneumonia,136.57,207.19
2014,Tompkins,PQI_11,Bacterial Pneumonia,63.11,150.62
2014,Ulster,PQI_11,Bacterial Pneumonia,318.44,204.13
2014,Warren,PQI_11,Bacterial Pneumonia,254.35,219.95
2014,Washington,PQI_11,Bacterial Pneumonia,229.2,206.68
2014,Wayne,PQI_11,Bacterial Pneumonia,310.42,198.27
2014,Westchester,PQI_11,Bacterial Pneumonia,190.39,210.4
2014,Wyoming,PQI_11,Bacterial Pneumonia,290.87,187.53
2014,Yates,PQI_11,Bacterial Pneumonia,279,215.13
2014,Statewide,PQI_12,Urinary Tract Infection,146.51,146.51
2014,Albany,PQI_12,Urinary Tract Infection,121.5,143.98
2014,Allegany,PQI_12,Urinary Tract Infection,63.25,138.37
2014,Bronx,PQI_12,Urinary Tract Infection,208.11,149.65
